序号,站点KKS编码        ,标签点KKS编码      ,数据类型 ,工程单位         ,数据源地址       ,扫描周期         ,量程范围之下限   ,量程范围之上限   ,压缩偏移量    ,最大压缩时间,存储标识,描述信息                        
624,CCYR,CCYR_Fir_1_dsplBear4thHorRltv,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-4#瓦相对振动（水平）
625,CCYR,CCYR_Fir_1_dsplBear4thMixRltv,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-4#瓦相对振动（复合）
626,CCYR,CCYR_Fir_1_dsplBear4thVerRltv,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-4#瓦相对振动（垂直）
627,CCYR,CCYR_Fir_1_dsplBear5thHorRltv,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-5#瓦相对振动（水平）
628,CCYR,CCYR_Fir_1_dsplBear5thMixRltv,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-5#瓦相对振动（复合）
629,CCYR,CCYR_Fir_1_dsplBear5thVerRltv,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-5#瓦相对振动（垂直）
630,CCYR,CCYR_Fir_1_dsplBear6thHorRltv,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-6#瓦相对振动（水平）
631,CCYR,CCYR_Fir_1_dsplBear6thMixRltv,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-6#瓦相对振动（复合）
632,CCYR,CCYR_Fir_1_dsplBear6thVerRltv,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-6#瓦相对振动（垂直）
633,CCYR,CCYR_Fir_1_dsplTbnA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-轴向位移A
634,CCYR,CCYR_Fir_1_dsplTbnB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-轴向位移B
635,CCYR,CCYR_Fir_1_exDifHPTA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-高压缸胀差A
636,CCYR,CCYR_Fir_1_iCirAP,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-循环水泵A电流
637,CCYR,CCYR_Fir_1_iCirBP,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-循环水泵B电流
638,CCYR,CCYR_Fir_1_iCndAP,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-凝结水泵A电流
639,CCYR,CCYR_Fir_1_iCndBP,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-凝结水泵B电流
640,CCYR,CCYR_Fir_1_iFDA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧送风机电流
641,CCYR,CCYR_Fir_1_iFDB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧送风机电流
642,CCYR,CCYR_Fir_1_iIDAA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧引风机电流
643,CCYR,CCYR_Fir_1_iIDAB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧引风机电流
644,CCYR,CCYR_Fir_1_iMDFP,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-电动给水泵电流
645,CCYR,CCYR_Fir_1_iMillA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A磨煤机电流
646,CCYR,CCYR_Fir_1_iMillB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B磨煤机电流
647,CCYR,CCYR_Fir_1_iMillC,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-C磨煤机电流
648,CCYR,CCYR_Fir_1_iMillD,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-D磨煤机电流
649,CCYR,CCYR_Fir_1_iMillE,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-E磨煤机电流
650,CCYR,CCYR_Fir_1_iMillF,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-F磨煤机电流
651,CCYR,CCYR_Fir_1_iPAA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧一次风机电流
652,CCYR,CCYR_Fir_1_iPAB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧一次风机电流
653,CCYR,CCYR_Fir_1_iTDFPABP,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-汽泵A前置泵电流
654,CCYR,CCYR_Fir_1_iTDFPBBP,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-汽泵B前置泵电流
655,CCYR,CCYR_Fir_1_p1stHPHOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-1号高加抽汽压力
656,CCYR,CCYR_Fir_1_p2ndHPHOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-2号高加抽汽压力
657,CCYR,CCYR_Fir_1_p3rdHPHOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-3号高加抽汽压力
658,CCYR,CCYR_Fir_1_p5thLPHOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-5号低加抽汽压力
659,CCYR,CCYR_Fir_1_p6thLPHOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-6号低加抽汽压力
660,CCYR,CCYR_Fir_1_p7thLPHOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-7号低加抽汽压力
661,CCYR,CCYR_Fir_1_p8thLPHOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-8号低加抽汽压力
662,CCYR,CCYR_Fir_1_pBlrA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-炉膛负压A
663,CCYR,CCYR_Fir_1_pDea,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-除氧器压力
664,CCYR,CCYR_Fir_1_pDrum,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-分离器压力
665,CCYR,CCYR_Fir_1_pHRhtStm,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-机侧再热汽压力
666,CCYR,CCYR_Fir_1_pLOil,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-润滑油压力
667,CCYR,CCYR_Fir_1_pMnStm,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-机测主汽压力
668,CCYR,CCYR_Fir_1_pPAA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧一次风机压力
669,CCYR,CCYR_Fir_1_pPAB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧一次风机压力
670,CCYR,CCYR_Fir_1_ppmDustCln,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-净烟气粉尘含量
671,CCYR,CCYR_Fir_1_ppmDustMir,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-原烟气粉尘含量
672,CCYR,CCYR_Fir_1_ppmNOxCln,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-净烟气NOx浓度
673,CCYR,CCYR_Fir_1_ppmNOxMir,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机原烟气NOx浓度
674,CCYR,CCYR_Fir_1_ppmSO2Cln,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-净烟气SO2浓度
675,CCYR,CCYR_Fir_1_ppmSO2Mir,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-原烟气SO2浓度
676,CCYR,CCYR_Fir_1_pwActiveFBA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-高厂变有功
677,CCYR,CCYR_Fir_1_pwActiveGen,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-有功
678,CCYR,CCYR_Fir_1_pwActiveMB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-主变有功
679,CCYR,CCYR_Fir_1_pwReactiveGen,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-无功
680,CCYR,CCYR_Fir_1_pwReactiveMB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-主变无功
681,CCYR,CCYR_Fir_1_ratFDA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧送风机动叶开度
682,CCYR,CCYR_Fir_1_ratFDB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧送风机动叶开度
683,CCYR,CCYR_Fir_1_ratIDAA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧引风机动叶开度
684,CCYR,CCYR_Fir_1_ratIDAB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧引风机动叶开度
685,CCYR,CCYR_Fir_1_ratPAA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧一次风机动叶开度
686,CCYR,CCYR_Fir_1_ratPAB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧一次风机动叶开度
687,CCYR,CCYR_Fir_1_rotSpdTbn,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-汽机转速
688,CCYR,CCYR_Fir_1_st1stExtrMotVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-1#抽汽电动门运行状态
689,CCYR,CCYR_Fir_1_st2ndExtrMotVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-2#抽汽电动门运行状态
690,CCYR,CCYR_Fir_1_st3rdExtrMotVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-3#抽汽电动门运行状态
691,CCYR,CCYR_Fir_1_st4thExtrMotVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-4#抽汽电动门运行状态
692,CCYR,CCYR_Fir_1_st5thExtrMotVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-5#抽汽电动门运行状态
693,CCYR,CCYR_Fir_1_st6thExtrMotVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-6#抽汽电动门运行状态
694,CCYR,CCYR_Fir_1_stAPhA,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A空预器运行状态
695,CCYR,CCYR_Fir_1_stAPhAInSAVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧空预器进口烟气挡板电动门
696,CCYR,CCYR_Fir_1_stAPhAOtSAVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧空预器出口二次风挡板电动门
697,CCYR,CCYR_Fir_1_stAPhAPAVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧空预器出口一次风挡板电动门
698,CCYR,CCYR_Fir_1_stAPhB,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B空预器运行状态
699,CCYR,CCYR_Fir_1_stAPhBInSAVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧空预器进口烟气挡板电动门
700,CCYR,CCYR_Fir_1_stAPhBOtSAVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧空预器出口二次风挡板电动门
701,CCYR,CCYR_Fir_1_stCirWPA,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-循环水泵A进口电动门状态
702,CCYR,CCYR_Fir_1_stCirWPB,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-循环水泵B进口电动门状态
703,CCYR,CCYR_Fir_1_stCndPA,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A凝结水泵运行状态
704,CCYR,CCYR_Fir_1_stCndPAOtVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A凝结水泵出口电动门状态
705,CCYR,CCYR_Fir_1_stCndPB,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B凝结水泵运行状态
706,CCYR,CCYR_Fir_1_stCndPBOtVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B凝结水泵出口电动门状态
707,CCYR,CCYR_Fir_1_stFDFA,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A送风机运行状态
708,CCYR,CCYR_Fir_1_stFDFAOtVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧送风机出口风门
709,CCYR,CCYR_Fir_1_stFDFB,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B送风机运行状态
710,CCYR,CCYR_Fir_1_stFDFBOtVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧送风机出口风门
711,CCYR,CCYR_Fir_1_stFWVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-锅炉主给水电动门运行状态
712,CCYR,CCYR_Fir_1_stHPExhStmVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-高排逆止门状态
713,CCYR,CCYR_Fir_1_stIDFA,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A引风机运行状态
714,CCYR,CCYR_Fir_1_stIDFAInVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧引风机入口风门
715,CCYR,CCYR_Fir_1_stIDFAOtVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧引风机出口风门
716,CCYR,CCYR_Fir_1_stIDFB,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B引风机运行状态
717,CCYR,CCYR_Fir_1_stIDFBInVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧引风机入口风门
718,CCYR,CCYR_Fir_1_stIDFBOtVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧引风机出口风门
719,CCYR,CCYR_Fir_1_stLPH5thBpsMotVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-5低加旁路电动门
720,CCYR,CCYR_Fir_1_stLPH5thMotValIn,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-5低加进电动水门
721,CCYR,CCYR_Fir_1_stLPH5thMotValOt,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-5低加出电动水门
722,CCYR,CCYR_Fir_1_stLPH6thBpsMotVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-6低加旁路电动门
723,CCYR,CCYR_Fir_1_stLPH6thMotValIn,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-6低加进电动水门
724,CCYR,CCYR_Fir_1_stLPH6thMotValOt,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-6低加出电动水门
725,CCYR,CCYR_Fir_1_stLPH78thBpsMotVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-7-8低加旁路电动门
726,CCYR,CCYR_Fir_1_stLPH78thMotValIn,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-7-8低加进水电动门
727,CCYR,CCYR_Fir_1_stLPH78thMotValOt,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-7-8低加出电动水门
728,CCYR,CCYR_Fir_1_stMillA,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A磨煤机运行状态
729,CCYR,CCYR_Fir_1_stMillB,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B磨煤机运行状态
730,CCYR,CCYR_Fir_1_stMillC,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-C磨煤机运行状态
731,CCYR,CCYR_Fir_1_stMillD,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-D磨煤机运行状态
732,CCYR,CCYR_Fir_1_stMillE,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-E磨煤机运行状态
733,CCYR,CCYR_Fir_1_stMillF,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-F磨煤机运行状态
734,CCYR,CCYR_Fir_1_stMnVal1st,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-1#中主门运行状态
735,CCYR,CCYR_Fir_1_stMnVal2nd,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-2#中主门运行状态
736,CCYR,CCYR_Fir_1_stPAFA,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A一次风机运行状态
737,CCYR,CCYR_Fir_1_stPAFAOtVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧一次风机出口风门
738,CCYR,CCYR_Fir_1_stPAFB,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B一次风机运行状态
739,CCYR,CCYR_Fir_1_stPAFBOtVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧一次风机出口风门
740,CCYR,CCYR_Fir_1_stRhtrSpyValA,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-再减左电动门（调整门前）状态
741,CCYR,CCYR_Fir_1_stRhtrSpyValB,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-再减右电动门（调整门前）状态
742,CCYR,CCYR_Fir_1_stStgIISpyValA,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-二减左电动门（调整门前）状态
743,CCYR,CCYR_Fir_1_stStgIISpyValB,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-二减右电动门（调整门前）状态
744,CCYR,CCYR_Fir_1_stStgISpyValA,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-一减左电动门（调整门前）状态
745,CCYR,CCYR_Fir_1_stStgISpyValB,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-一减右电动门（调整门前）状态
746,CCYR,CCYR_Fir_1_stStmValAuto1st,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-1#自动主汽门运行状态
747,CCYR,CCYR_Fir_1_stStmValAuto2nd,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-2#自动主汽门运行状态
748,CCYR,CCYR_Fir_1_stTDFPA,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A给水泵运行状态
749,CCYR,CCYR_Fir_1_stTDFPAOtMotVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A给水泵出口电动门状态
750,CCYR,CCYR_Fir_1_stTDFPB,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B给水泵运行状态
751,CCYR,CCYR_Fir_1_stTDFPBOtMotVal,bool,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B给水泵出口电动门状态
752,CCYR,CCYR_Fir_1_svOA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧氧量
753,CCYR,CCYR_Fir_1_svOB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧氧量
754,CCYR,CCYR_Fir_1_svOCln,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-净烟气O2量
755,CCYR,CCYR_Fir_1_svOMir,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-原烟气O2量
756,CCYR,CCYR_Fir_1_t1stHPHOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-1号高加抽汽温度
757,CCYR,CCYR_Fir_1_t1stLPHOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-5号低加抽汽温度
758,CCYR,CCYR_Fir_1_t2ndHPHOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-2号高加抽汽温度
759,CCYR,CCYR_Fir_1_t2ndLPHOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-6号低加抽汽温度
760,CCYR,CCYR_Fir_1_t3rdHPHOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-3号高加抽汽温度
761,CCYR,CCYR_Fir_1_t3rdLPHOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-7号低加抽汽温度
762,CCYR,CCYR_Fir_1_t4thLPHOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-8号低加抽汽温度
763,CCYR,CCYR_Fir_1_tAirA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧冷空气温度
764,CCYR,CCYR_Fir_1_tAirB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧冷空气温度
765,CCYR,CCYR_Fir_1_tBear1stAbs,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-1#轴承温度
766,CCYR,CCYR_Fir_1_tBear2ndAbs,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-2#轴承温度
767,CCYR,CCYR_Fir_1_tBear3rdAbs,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-3#轴承温度
768,CCYR,CCYR_Fir_1_tBear4thAbs,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-4#轴承温度
769,CCYR,CCYR_Fir_1_tBear5thAbs,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-5#轴承温度
770,CCYR,CCYR_Fir_1_tBear6thAbs,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-6#轴承温度
771,CCYR,CCYR_Fir_1_tCirWIn,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-循环水入口温度
772,CCYR,CCYR_Fir_1_tCirWOt,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-循环水出口温度
773,CCYR,CCYR_Fir_1_tCndW,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-凝结水温度
774,CCYR,CCYR_Fir_1_tDea,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-除氧器温度
775,CCYR,CCYR_Fir_1_tExhStm,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-排汽温度
776,CCYR,CCYR_Fir_1_tFDA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧热风温度
777,CCYR,CCYR_Fir_1_tFDB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧热风温度
778,CCYR,CCYR_Fir_1_tFW,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-给水温度
779,CCYR,CCYR_Fir_1_tFlueGasA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧排烟温度
780,CCYR,CCYR_Fir_1_tFlueGasB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧排烟温度
781,CCYR,CCYR_Fir_1_tHRhtStm,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-机侧再热汽温度
782,CCYR,CCYR_Fir_1_tLOil,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-润滑油温度
783,CCYR,CCYR_Fir_1_tLOilIn,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-润滑油回油温度
784,CCYR,CCYR_Fir_1_tMnStm,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-机测主汽温度
785,CCYR,CCYR_Fir_1_tPAA,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-A侧热一次风温度
786,CCYR,CCYR_Fir_1_tPAB,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-B侧热一次风温度
787,CCYR,CCYR_Fir_1_vacmCnds,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-凝汽器真空
788,CCYR,CCYR_Fir_1_wCndW,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-凝结水流量
789,CCYR,CCYR_Fir_1_wFW,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-主给水流量
790,CCYR,CCYR_Fir_1_wGasCln,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-净烟气流量
791,CCYR,CCYR_Fir_1_wGasMir,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-原烟气流量
792,CCYR,CCYR_Fir_1_wLelCnds,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-凝汽器水位
793,CCYR,CCYR_Fir_1_wLelDea,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-除氧器水位
794,CCYR,CCYR_Fir_1_wMnStm,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1机-主蒸汽流量
795,CCYR,CCYR_Fir_2_#1AXLYSJQACKYL,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1氨卸料压缩机气氨出口压力
796,CCYR,CCYR_Fir_2_#1AXLYSJQAJKYL,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1氨卸料压缩机气氨进口压力
797,CCYR,CCYR_Fir_2_#1QALLJLL,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#2机-#1气氨流量计流量
798,CCYR,CCYR_Fir_2_#1QALLJQQDTJFKD,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#2机-至#1气氨流量计前气动调节阀开度
799,CCYR,CCYR_Fir_2_#1YACGQXLQTHLJC,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1液氨储罐区泄漏气体含量检测
800,CCYR,CCYR_Fir_2_#1YAWSCGYL1,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1液氨卧式储罐压力1
801,CCYR,CCYR_Fir_2_#1YAWSCGYL2,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1液氨卧式储罐压力2
802,CCYR,CCYR_Fir_2_#1YAWSCGYL3,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1液氨卧式储罐压力3
803,CCYR,CCYR_Fir_2_#1YAWSCGYW,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1液氨卧式储罐液位
804,CCYR,CCYR_Fir_2_#1ZFQYARKFKD,float,,CCYR,1000.00,0.00,10000.00,0.01,1,1,长春一热-#1蒸发器液氨入口阀开度
